Date,Team,Total_Wins,Total_Losses,Home_Wins,Home_Losses,Away_Wins,Away_Losses
2016-04-02,Angels,0,0,0,0,0,0
2016-04-02,Astros,0,0,0,0,0,0
2016-04-02,Athletics,0,0,0,0,0,0
2016-04-02,Blue Jays,0,0,0,0,0,0
2016-04-02,Braves,0,0,0,0,0,0
2016-04-02,Brewers,0,0,0,0,0,0
2016-04-02,Cardinals,0,0,0,0,0,0
2016-04-02,Cubs,0,0,0,0,0,0
2016-04-02,Diamondbacks,0,0,0,0,0,0
2016-04-02,Dodgers,0,0,0,0,0,0
2016-04-02,Giants,0,0,0,0,0,0
2016-04-02,Indians,0,0,0,0,0,0
2016-04-02,Mariners,0,0,0,0,0,0
2016-04-02,Marlins,0,0,0,0,0,0
2016-04-02,Mets,0,0,0,0,0,0
2016-04-02,Nationals,0,0,0,0,0,0
2016-04-02,Orioles,0,0,0,0,0,0
2016-04-02,Padres,0,0,0,0,0,0
2016-04-02,Phillies,0,0,0,0,0,0
2016-04-02,Pirates,0,0,0,0,0,0
2016-04-02,Rangers,0,0,0,0,0,0
2016-04-02,Rays,0,0,0,0,0,0
2016-04-02,Red Sox,0,0,0,0,0,0
2016-04-02,Reds,0,0,0,0,0,0
2016-04-02,Rockies,0,0,0,0,0,0
2016-04-02,Royals,0,0,0,0,0,0
2016-04-02,Tigers,0,0,0,0,0,0
2016-04-02,Twins,0,0,0,0,0,0
2016-04-02,White Sox,0,0,0,0,0,0
2016-04-02,Yankees,0,0,0,0,0,0
2016-04-03,Angels,0,0,0,0,0,0
2016-04-03,Astros,0,0,0,0,0,0
2016-04-03,Athletics,0,0,0,0,0,0
2016-04-03,Blue Jays,1,0,0,0,1,0
2016-04-03,Braves,0,0,0,0,0,0
2016-04-03,Brewers,0,0,0,0,0,0
2016-04-03,Cardinals,0,1,0,0,0,1
2016-04-03,Cubs,0,0,0,0,0,0
2016-04-03,Diamondbacks,0,0,0,0,0,0
2016-04-03,Dodgers,0,0,0,0,0,0
2016-04-03,Giants,0,0,0,0,0,0
2016-04-03,Indians,0,0,0,0,0,0
2016-04-03,Mariners,0,0,0,0,0,0
2016-04-03,Marlins,0,0,0,0,0,0
2016-04-03,Mets,0,1,0,0,0,1
2016-04-03,Nationals,0,0,0,0,0,0
2016-04-03,Orioles,0,0,0,0,0,0
2016-04-03,Padres,0,0,0,0,0,0
2016-04-03,Phillies,0,0,0,0,0,0
2016-04-03,Pirates,1,0,1,0,0,0
2016-04-03,Rangers,0,0,0,0,0,0
2016-04-03,Rays,0,1,0,1,0,0
2016-04-03,Red Sox,0,0,0,0,0,0
2016-04-03,Reds,0,0,0,0,0,0
2016-04-03,Rockies,0,0,0,0,0,0
2016-04-03,Royals,1,0,1,0,0,0
2016-04-03,Tigers,0,0,0,0,0,0
2016-04-03,Twins,0,0,0,0,0,0
2016-04-03,White Sox,0,0,0,0,0,0
2016-04-03,Yankees,0,0,0,0,0,0
2016-04-04,Angels,0,1,0,1,0,0
2016-04-04,Astros,0,0,0,0,0,0
2016-04-04,Athletics,0,1,0,1,0,0
2016-04-04,Blue Jays,2,0,0,0,2,0
2016-04-04,Braves,0,1,0,1,0,0
2016-04-04,Brewers,0,1,0,1,0,0
2016-04-04,Cardinals,0,1,0,0,0,1
2016-04-04,Cubs,1,0,0,0,1,0
2016-04-04,Diamondbacks,0,1,0,1,0,0
2016-04-04,Dodgers,1,0,0,0,1,0
2016-04-04,Giants,1,0,0,0,1,0
2016-04-04,Indians,0,0,0,0,0,0
2016-04-04,Mariners,0,1,0,0,0,1
2016-04-04,Marlins,0,0,0,0,0,0
2016-04-04,Mets,0,1,0,0,0,1
2016-04-04,Nationals,1,0,0,0,1,0
2016-04-04,Orioles,1,0,1,0,0,0
2016-04-04,Padres,0,1,0,1,0,0
2016-04-04,Phillies,0,1,0,0,0,1
2016-04-04,Pirates,1,0,1,0,0,0
2016-04-04,Rangers,1,0,1,0,0,0
2016-04-04,Rays,0,2,0,2,0,0
2016-04-04,Red Sox,0,0,0,0,0,0
2016-04-04,Reds,1,0,1,0,0,0
2016-04-04,Rockies,1,0,0,0,1,0
2016-04-04,Royals,1,0,1,0,0,0
2016-04-04,Tigers,0,0,0,0,0,0
2016-04-04,Twins,0,1,0,0,0,1
2016-04-04,White Sox,1,0,0,0,1,0
2016-04-04,Yankees,0,0,0,0,0,0
2016-04-05,Angels,0,2,0,2,0,0
2016-04-05,Astros,1,0,0,0,1,0
2016-04-05,Athletics,0,2,0,2,0,0
2016-04-05,Blue Jays,2,1,0,0,2,1
2016-04-05,Braves,0,1,0,1,0,0
2016-04-05,Brewers,0,2,0,2,0,0
2016-04-05,Cardinals,0,2,0,0,0,2
2016-04-05,Cubs,2,0,0,0,2,0
2016-04-05,Diamondbacks,1,1,1,1,0,0
2016-04-05,Dodgers,2,0,0,0,2,0
2016-04-05,Giants,2,0,0,0,2,0
2016-04-05,Indians,0,1,0,1,0,0
2016-04-05,Mariners,1,1,0,0,1,1
2016-04-05,Marlins,0,1,0,1,0,0
2016-04-05,Mets,1,1,0,0,1,1
2016-04-05,Nationals,1,0,0,0,1,0
2016-04-05,Orioles,1,0,1,0,0,0
2016-04-05,Padres,0,2,0,2,0,0
2016-04-05,Phillies,0,1,0,0,0,1
2016-04-05,Pirates,2,0,2,0,0,0
2016-04-05,Rangers,1,1,1,1,0,0
2016-04-05,Rays,1,2,1,2,0,0
2016-04-05,Red Sox,1,0,0,0,1,0
2016-04-05,Reds,1,0,1,0,0,0
2016-04-05,Rockies,1,1,0,0,1,1
2016-04-05,Royals,1,1,1,1,0,0
2016-04-05,Tigers,1,0,0,0,1,0
2016-04-05,Twins,0,1,0,0,0,1
2016-04-05,White Sox,2,0,0,0,2,0
2016-04-05,Yankees,0,1,0,1,0,0
2016-04-06,Angels,0,2,0,2,0,0
2016-04-06,Astros,1,1,0,0,1,1
2016-04-06,Athletics,1,2,1,2,0,0
2016-04-06,Blue Jays,2,2,0,0,2,2
2016-04-06,Braves,0,2,0,2,0,0
2016-04-06,Brewers,1,2,1,2,0,0
2016-04-06,Cardinals,0,3,0,0,0,3
2016-04-06,Cubs,2,0,0,0,2,0
2016-04-06,Diamondbacks,1,2,1,2,0,0
2016-04-06,Dodgers,3,0,0,0,3,0
2016-04-06,Giants,2,1,0,0,2,1
2016-04-06,Indians,1,1,1,1,0,0
2016-04-06,Mariners,2,1,0,0,2,1
2016-04-06,Marlins,0,2,0,2,0,0
2016-04-06,Mets,1,1,0,0,1,1
2016-04-06,Nationals,2,0,0,0,2,0
2016-04-06,Orioles,2,0,2,0,0,0
2016-04-06,Padres,0,3,0,3,0,0
2016-04-06,Phillies,0,2,0,0,0,2
2016-04-06,Pirates,3,0,3,0,0,0
2016-04-06,Rangers,1,2,1,2,0,0
2016-04-06,Rays,2,2,2,2,0,0
2016-04-06,Red Sox,1,1,0,0,1,1
2016-04-06,Reds,2,0,2,0,0,0
2016-04-06,Rockies,2,1,0,0,2,1
2016-04-06,Royals,1,1,1,1,0,0
2016-04-06,Tigers,2,0,0,0,2,0
2016-04-06,Twins,0,2,0,0,0,2
2016-04-06,White Sox,2,1,0,0,2,1
2016-04-06,Yankees,1,1,1,1,0,0
2016-04-07,Angels,1,2,1,2,0,0
2016-04-07,Astros,1,2,0,0,1,2
2016-04-07,Athletics,1,3,1,3,0,0
2016-04-07,Blue Jays,2,2,0,0,2,2
2016-04-07,Braves,0,2,0,2,0,0
2016-04-07,Brewers,1,2,1,2,0,0
2016-04-07,Cardinals,0,3,0,0,0,3
2016-04-07,Cubs,3,0,0,0,3,0
2016-04-07,Diamondbacks,1,3,1,3,0,0
2016-04-07,Dodgers,3,1,0,0,3,1
2016-04-07,Giants,3,1,1,0,2,1
2016-04-07,Indians,1,1,1,1,0,0
2016-04-07,Mariners,2,1,0,0,2,1
2016-04-07,Marlins,1,2,0,2,1,0
2016-04-07,Mets,1,1,0,0,1,1
2016-04-07,Nationals,2,1,0,1,2,0
2016-04-07,Orioles,3,0,3,0,0,0
2016-04-07,Padres,0,3,0,3,0,0
2016-04-07,Phillies,0,3,0,0,0,3
2016-04-07,Pirates,3,0,3,0,0,0
2016-04-07,Rangers,1,3,1,2,0,1
2016-04-07,Rays,2,2,2,2,0,0
2016-04-07,Red Sox,1,1,0,0,1,1
2016-04-07,Reds,3,0,3,0,0,0
2016-04-07,Rockies,2,1,0,0,2,1
2016-04-07,Royals,1,1,1,1,0,0
2016-04-07,Tigers,2,0,0,0,2,0
2016-04-07,Twins,0,3,0,0,0,3
2016-04-07,White Sox,3,1,0,0,3,1
2016-04-07,Yankees,2,1,2,1,0,0
2016-04-08,Angels,1,3,1,3,0,0
2016-04-08,Astros,1,3,0,0,1,3
2016-04-08,Athletics,2,3,1,3,1,0
2016-04-08,Blue Jays,2,3,0,1,2,2
2016-04-08,Braves,0,3,0,3,0,0
2016-04-08,Brewers,2,2,2,2,0,0
2016-04-08,Cardinals,1,3,0,0,1,3
2016-04-08,Cubs,3,1,0,0,3,1
2016-04-08,Diamondbacks,2,3,2,3,0,0
2016-04-08,Dodgers,3,2,0,0,3,2
2016-04-08,Giants,4,1,2,0,2,1
2016-04-08,Indians,2,1,1,1,1,0
2016-04-08,Mariners,2,2,0,1,2,1
2016-04-08,Marlins,1,2,0,2,1,0
2016-04-08,Mets,2,1,1,0,1,1
2016-04-08,Nationals,2,1,0,1,2,0
2016-04-08,Orioles,4,0,4,0,0,0
2016-04-08,Padres,1,3,0,3,1,0
2016-04-08,Phillies,0,4,0,0,0,4
2016-04-08,Pirates,4,0,3,0,1,0
2016-04-08,Rangers,2,3,1,2,1,1
2016-04-08,Rays,2,3,2,2,0,1
2016-04-08,Red Sox,2,1,0,0,2,1
2016-04-08,Reds,3,1,3,1,0,0
2016-04-08,Rockies,2,2,0,1,2,1
2016-04-08,Royals,2,1,2,1,0,0
2016-04-08,Tigers,3,0,1,0,2,0
2016-04-08,Twins,0,4,0,0,0,4
2016-04-08,White Sox,3,2,0,1,3,1
2016-04-08,Yankees,2,2,2,1,0,1
2016-04-09,Angels,1,4,1,4,0,0
2016-04-09,Astros,2,3,0,0,2,3
2016-04-09,Athletics,3,3,1,3,2,0
2016-04-09,Blue Jays,2,4,0,2,2,2
2016-04-09,Braves,0,4,0,4,0,0
2016-04-09,Brewers,2,3,2,3,0,0
2016-04-09,Cardinals,2,3,0,0,2,3
2016-04-09,Cubs,4,1,0,0,4,1
2016-04-09,Diamondbacks,2,4,2,4,0,0
2016-04-09,Dodgers,4,2,0,0,4,2
2016-04-09,Giants,4,2,2,1,2,1
2016-04-09,Indians,2,2,1,1,1,1
2016-04-09,Mariners,2,3,0,2,2,1
2016-04-09,Marlins,1,2,0,2,1,0
2016-04-09,Mets,2,2,1,1,1,1
2016-04-09,Nationals,2,1,0,1,2,0
2016-04-09,Orioles,4,0,4,0,0,0
2016-04-09,Padres,2,3,0,3,2,0
2016-04-09,Phillies,1,4,0,0,1,4
2016-04-09,Pirates,4,1,3,0,1,1
2016-04-09,Rangers,3,3,1,2,2,1
2016-04-09,Rays,2,3,2,2,0,1
2016-04-09,Red Sox,3,1,0,0,3,1
2016-04-09,Reds,4,1,4,1,0,0
2016-04-09,Rockies,2,3,0,2,2,1
2016-04-09,Royals,3,1,3,1,0,0
2016-04-09,Tigers,3,1,1,1,2,0
2016-04-09,Twins,0,5,0,0,0,5
2016-04-09,White Sox,4,2,1,1,3,1
2016-04-09,Yankees,3,2,2,1,1,1
2016-04-10,Angels,2,4,2,4,0,0
2016-04-10,Astros,2,4,0,0,2,4
2016-04-10,Athletics,4,3,1,3,3,0
2016-04-10,Blue Jays,3,4,1,2,2,2
2016-04-10,Braves,0,5,0,5,0,0
2016-04-10,Brewers,3,3,3,3,0,0
2016-04-10,Cardinals,3,3,0,0,3,3
2016-04-10,Cubs,5,1,0,0,5,1
2016-04-10,Diamondbacks,2,5,2,5,0,0
2016-04-10,Dodgers,4,3,0,0,4,3
2016-04-10,Giants,5,2,3,1,2,1
2016-04-10,Indians,2,2,1,1,1,1
2016-04-10,Mariners,2,4,0,3,2,1
2016-04-10,Marlins,1,3,0,2,1,1
2016-04-10,Mets,2,3,1,2,1,1
2016-04-10,Nationals,3,1,1,1,2,0
2016-04-10,Orioles,5,0,5,0,0,0
2016-04-10,Padres,2,4,0,3,2,1
2016-04-10,Phillies,2,4,0,0,2,4
2016-04-10,Pirates,4,2,3,0,1,2
2016-04-10,Rangers,3,4,1,2,2,2
2016-04-10,Rays,2,4,2,2,0,2
2016-04-10,Red Sox,3,2,0,0,3,2
2016-04-10,Reds,5,1,5,1,0,0
2016-04-10,Rockies,3,3,1,2,2,1
2016-04-10,Royals,4,1,4,1,0,0
2016-04-10,Tigers,3,1,1,1,2,0
2016-04-10,Twins,0,6,0,0,0,6
2016-04-10,White Sox,4,2,1,1,3,1
2016-04-10,Yankees,3,2,2,1,1,1
2016-04-11,Angels,3,4,2,4,1,0
2016-04-11,Astros,3,4,1,0,2,4
2016-04-11,Athletics,4,4,1,4,3,0
2016-04-11,Blue Jays,3,4,1,2,2,2
2016-04-11,Braves,0,6,0,5,0,1
2016-04-11,Brewers,3,4,3,3,0,1
2016-04-11,Cardinals,4,3,1,0,3,3
2016-04-11,Cubs,6,1,1,0,5,1
2016-04-11,Diamondbacks,2,5,2,5,0,0
2016-04-11,Dodgers,4,3,0,0,4,3
2016-04-11,Giants,5,2,3,1,2,1
2016-04-11,Indians,2,2,1,1,1,1
2016-04-11,Mariners,2,5,0,4,2,1
2016-04-11,Marlins,2,3,0,2,2,1
2016-04-11,Mets,2,4,1,3,1,1
2016-04-11,Nationals,4,1,2,1,2,0
2016-04-11,Orioles,6,0,5,0,1,0
2016-04-11,Padres,3,4,0,3,3,1
2016-04-11,Phillies,2,5,0,1,2,4
2016-04-11,Pirates,5,2,3,0,2,2
2016-04-11,Rangers,4,4,1,2,3,2
2016-04-11,Rays,2,4,2,2,0,2
2016-04-11,Red Sox,3,3,0,1,3,2
2016-04-11,Reds,5,2,5,1,0,1
2016-04-11,Rockies,3,3,1,2,2,1
2016-04-11,Royals,4,2,4,1,0,1
2016-04-11,Tigers,3,2,1,2,2,0
2016-04-11,Twins,0,7,0,1,0,6
2016-04-11,White Sox,5,2,1,1,4,1
2016-04-11,Yankees,3,2,2,1,1,1
2016-04-12,Angels,4,4,2,4,2,0
2016-04-12,Astros,3,5,1,1,2,4
2016-04-12,Athletics,4,5,1,5,3,0
2016-04-12,Blue Jays,3,5,1,3,2,2
2016-04-12,Braves,0,7,0,5,0,2
2016-04-12,Brewers,3,4,3,3,0,1
2016-04-12,Cardinals,4,3,1,0,3,3
2016-04-12,Cubs,6,1,1,0,5,1
2016-04-12,Diamondbacks,3,5,2,5,1,0
2016-04-12,Dodgers,4,4,0,1,4,3
2016-04-12,Giants,6,2,3,1,3,1
2016-04-12,Indians,2,3,1,1,1,2
2016-04-12,Mariners,2,6,0,5,2,1
2016-04-12,Marlins,3,3,0,2,3,1
2016-04-12,Mets,2,5,1,4,1,1
2016-04-12,Nationals,5,1,3,1,2,0
2016-04-12,Orioles,7,0,5,0,2,0
2016-04-12,Padres,3,5,0,3,3,2
2016-04-12,Phillies,3,5,1,1,2,4
2016-04-12,Pirates,5,3,3,0,2,3
2016-04-12,Rangers,5,4,1,2,4,2
2016-04-12,Rays,3,4,3,2,0,2
2016-04-12,Red Sox,3,4,0,2,3,2
2016-04-12,Reds,5,2,5,1,0,1
2016-04-12,Rockies,3,4,1,3,2,1
2016-04-12,Royals,5,2,4,1,1,1
2016-04-12,Tigers,4,2,2,2,2,0
2016-04-12,Twins,0,7,0,1,0,6
2016-04-12,White Sox,5,2,1,1,4,1
2016-04-12,Yankees,4,2,2,1,2,1
2016-04-13,Angels,5,4,2,4,3,0
2016-04-13,Astros,3,6,1,2,2,4
2016-04-13,Athletics,4,6,1,6,3,0
2016-04-13,Blue Jays,4,5,2,3,2,2
2016-04-13,Braves,0,8,0,5,0,3
2016-04-13,Brewers,4,4,3,3,1,1
2016-04-13,Cardinals,4,4,1,1,3,3
2016-04-13,Cubs,7,1,2,0,5,1
2016-04-13,Diamondbacks,3,6,2,5,1,1
2016-04-13,Dodgers,5,4,1,1,4,3
2016-04-13,Giants,6,3,3,1,3,2
2016-04-13,Indians,3,3,1,1,2,2
2016-04-13,Mariners,3,6,1,5,2,1
2016-04-13,Marlins,3,4,0,2,3,2
2016-04-13,Mets,3,5,2,4,1,1
2016-04-13,Nationals,6,1,4,1,2,0
2016-04-13,Orioles,7,1,5,0,2,1
2016-04-13,Padres,3,6,0,3,3,3
2016-04-13,Phillies,4,5,2,1,2,4
2016-04-13,Pirates,5,4,3,1,2,3
2016-04-13,Rangers,5,5,1,2,4,3
2016-04-13,Rays,3,5,3,3,0,2
2016-04-13,Red Sox,4,4,1,2,3,2
2016-04-13,Reds,5,3,5,1,0,2
2016-04-13,Rockies,4,4,2,3,2,1
2016-04-13,Royals,6,2,4,1,2,1
2016-04-13,Tigers,5,2,2,2,3,0
2016-04-13,Twins,0,8,0,2,0,6
2016-04-13,White Sox,6,2,1,1,5,1
2016-04-13,Yankees,4,3,2,1,2,2
2016-04-14,Angels,5,4,2,4,3,0
2016-04-14,Astros,3,7,1,3,2,4
2016-04-14,Athletics,4,6,1,6,3,0
2016-04-14,Blue Jays,5,5,3,3,2,2
2016-04-14,Braves,0,9,0,5,0,4
2016-04-14,Brewers,4,5,3,3,1,2
2016-04-14,Cardinals,5,4,2,1,3,3
2016-04-14,Cubs,8,1,3,0,5,1
2016-04-14,Diamondbacks,3,7,2,5,1,2
2016-04-14,Dodgers,6,4,2,1,4,3
2016-04-14,Giants,6,4,3,1,3,3
2016-04-14,Indians,4,3,1,1,3,2
2016-04-14,Mariners,3,6,1,5,2,1
2016-04-14,Marlins,3,4,0,2,3,2
2016-04-14,Mets,3,5,2,4,1,1
2016-04-14,Nationals,7,1,5,1,2,0
2016-04-14,Orioles,7,2,5,0,2,2
2016-04-14,Padres,3,7,0,3,3,4
2016-04-14,Phillies,5,5,3,1,2,4
2016-04-14,Pirates,5,5,3,2,2,3
2016-04-14,Rangers,6,5,2,2,4,3
2016-04-14,Rays,3,6,3,4,0,2
2016-04-14,Red Sox,4,4,1,2,3,2
2016-04-14,Reds,5,4,5,1,0,3
2016-04-14,Rockies,5,4,3,3,2,1
2016-04-14,Royals,7,2,4,1,3,1
2016-04-14,Tigers,6,2,2,2,4,0
2016-04-14,Twins,0,9,0,3,0,6
2016-04-14,White Sox,7,2,1,1,6,1
2016-04-14,Yankees,4,4,2,1,2,3
2016-04-15,Angels,5,5,2,4,3,1
2016-04-15,Astros,4,7,2,3,2,4
2016-04-15,Athletics,4,7,1,7,3,0
2016-04-15,Blue Jays,5,6,3,3,2,3
2016-04-15,Braves,1,9,0,5,1,4
2016-04-15,Brewers,5,5,3,3,2,2
2016-04-15,Cardinals,6,4,3,1,3,3
2016-04-15,Cubs,8,2,3,1,5,1
2016-04-15,Diamondbacks,4,7,2,5,2,2
2016-04-15,Dodgers,7,4,3,1,4,3
2016-04-15,Giants,6,5,3,1,3,4
2016-04-15,Indians,4,4,1,2,3,2
2016-04-15,Mariners,4,6,1,5,3,1
2016-04-15,Marlins,3,5,0,3,3,2
2016-04-15,Mets,4,5,2,4,2,1
2016-04-15,Nationals,8,1,5,1,3,0
2016-04-15,Orioles,8,2,5,0,3,2
2016-04-15,Padres,3,8,0,4,3,4
2016-04-15,Phillies,5,6,3,2,2,4
2016-04-15,Pirates,5,6,3,3,2,3
2016-04-15,Rangers,6,6,2,3,4,3
2016-04-15,Rays,3,7,3,5,0,2
2016-04-15,Red Sox,5,4,2,2,3,2
2016-04-15,Reds,5,5,5,1,0,4
2016-04-15,Rockies,6,4,3,3,3,1
2016-04-15,Royals,8,2,4,1,4,1
2016-04-15,Tigers,6,3,2,2,4,1
2016-04-15,Twins,1,9,1,3,0,6
2016-04-15,White Sox,8,2,1,1,7,1
2016-04-15,Yankees,4,5,2,2,2,3
2016-04-16,Angels,5,6,2,4,3,2
2016-04-16,Astros,4,8,2,4,2,4
2016-04-16,Athletics,5,7,2,7,3,0
2016-04-16,Blue Jays,5,7,3,3,2,4
2016-04-16,Braves,2,9,0,5,2,4
2016-04-16,Brewers,5,6,3,3,2,3
2016-04-16,Cardinals,6,5,3,2,3,3
2016-04-16,Cubs,9,2,4,1,5,1
2016-04-16,Diamondbacks,4,8,2,5,2,3
2016-04-16,Dodgers,7,5,3,2,4,3
2016-04-16,Giants,7,5,3,1,4,4
2016-04-16,Indians,5,4,2,2,3,2
2016-04-16,Mariners,5,6,1,5,4,1
2016-04-16,Marlins,3,6,0,4,3,2
2016-04-16,Mets,4,6,2,4,2,2
2016-04-16,Nationals,9,1,5,1,4,0
2016-04-16,Orioles,8,3,5,0,3,3
2016-04-16,Padres,4,8,1,4,3,4
2016-04-16,Phillies,5,7,3,3,2,4
2016-04-16,Pirates,6,6,4,3,2,3
2016-04-16,Rangers,7,6,3,3,4,3
2016-04-16,Rays,4,7,4,5,0,2
2016-04-16,Red Sox,6,4,3,2,3,2
2016-04-16,Reds,6,5,5,1,1,4
2016-04-16,Rockies,6,5,3,3,3,2
2016-04-16,Royals,8,3,4,1,4,2
2016-04-16,Tigers,7,3,2,2,5,1
2016-04-16,Twins,2,9,2,3,0,6
2016-04-16,White Sox,8,3,1,1,7,2
2016-04-16,Yankees,4,6,2,3,2,3
2016-04-17,Angels,5,7,2,4,3,3
2016-04-17,Astros,5,8,3,4,2,4
2016-04-17,Athletics,6,7,3,7,3,0
2016-04-17,Blue Jays,6,7,3,3,3,4
2016-04-17,Braves,3,9,0,5,3,4
2016-04-17,Brewers,5,7,3,3,2,4
2016-04-17,Cardinals,7,5,4,2,3,3
2016-04-17,Cubs,9,3,4,2,5,1
2016-04-17,Diamondbacks,4,8,2,5,2,3
2016-04-17,Dodgers,8,5,4,2,4,3
2016-04-17,Giants,7,6,3,1,4,5
2016-04-17,Indians,5,5,2,3,3,2
2016-04-17,Mariners,5,7,1,5,4,2
2016-04-17,Marlins,3,7,0,5,3,2
2016-04-17,Mets,5,6,2,4,3,2
2016-04-17,Nationals,9,2,5,1,4,1
2016-04-17,Orioles,8,3,5,0,3,3
2016-04-17,Padres,4,8,1,4,3,4
2016-04-17,Phillies,6,7,4,3,2,4
2016-04-17,Pirates,7,6,5,3,2,3
2016-04-17,Rangers,7,6,3,3,4,3
2016-04-17,Rays,5,7,5,5,0,2
2016-04-17,Red Sox,6,5,3,3,3,2
2016-04-17,Reds,6,6,5,1,1,5
2016-04-17,Rockies,7,5,3,3,4,2
2016-04-17,Royals,8,4,4,1,4,3
2016-04-17,Tigers,7,4,2,2,5,2
2016-04-17,Twins,3,9,3,3,0,6
2016-04-17,White Sox,8,4,1,1,7,3
2016-04-17,Yankees,5,6,3,3,2,3
2016-04-18,Angels,6,7,2,4,4,3
2016-04-18,Astros,5,8,3,4,2,4
2016-04-18,Athletics,6,7,3,7,3,0
2016-04-18,Blue Jays,7,7,3,3,4,4
2016-04-18,Braves,3,9,0,5,3,4
2016-04-18,Brewers,5,8,3,3,2,5
2016-04-18,Cardinals,7,6,4,3,3,3
2016-04-18,Cubs,10,3,4,2,6,1
2016-04-18,Diamondbacks,5,8,2,5,3,3
2016-04-18,Dodgers,8,5,4,2,4,3
2016-04-18,Giants,7,7,3,2,4,5
2016-04-18,Indians,5,5,2,3,3,2
2016-04-18,Mariners,5,7,1,5,4,2
2016-04-18,Marlins,4,7,1,5,3,2
2016-04-18,Mets,6,6,2,4,4,2
2016-04-18,Nationals,9,3,5,1,4,2
2016-04-18,Orioles,8,3,5,0,3,3
2016-04-18,Padres,4,8,1,4,3,4
2016-04-18,Phillies,6,8,4,4,2,4
2016-04-18,Pirates,7,6,5,3,2,3
2016-04-18,Rangers,7,6,3,3,4,3
2016-04-18,Rays,5,7,5,5,0,2
2016-04-18,Red Sox,6,6,3,4,3,2
2016-04-18,Reds,6,7,5,2,1,5
2016-04-18,Rockies,8,5,3,3,5,2
2016-04-18,Royals,8,4,4,1,4,3
2016-04-18,Tigers,7,4,2,2,5,2
2016-04-18,Twins,4,9,4,3,0,6
2016-04-18,White Sox,8,5,1,2,7,3
2016-04-18,Yankees,5,6,3,3,2,3
2016-04-19,Angels,6,8,2,4,4,4
2016-04-19,Astros,5,9,3,4,2,5
2016-04-19,Athletics,7,7,3,7,4,0
2016-04-19,Blue Jays,8,7,3,3,5,4
2016-04-19,Braves,4,9,1,5,3,4
2016-04-19,Brewers,6,8,3,3,3,5
2016-04-19,Cardinals,7,7,4,4,3,3
2016-04-19,Cubs,11,3,4,2,7,1
2016-04-19,Diamondbacks,6,8,2,5,4,3
2016-04-19,Dodgers,8,6,4,2,4,4
2016-04-19,Giants,7,8,3,3,4,5
2016-04-19,Indians,6,5,3,3,3,2
2016-04-19,Mariners,5,8,1,5,4,3
2016-04-19,Marlins,4,8,1,6,3,2
2016-04-19,Mets,7,6,2,4,5,2
2016-04-19,Nationals,10,3,5,1,5,2
2016-04-19,Orioles,8,4,5,1,3,3
2016-04-19,Padres,5,8,2,4,3,4
2016-04-19,Phillies,6,9,4,5,2,4
2016-04-19,Pirates,7,7,5,3,2,4
2016-04-19,Rangers,8,6,4,3,4,3
2016-04-19,Rays,6,7,5,5,1,2
2016-04-19,Red Sox,6,7,3,5,3,2
2016-04-19,Reds,7,7,6,2,1,5
2016-04-19,Rockies,8,6,3,3,5,3
2016-04-19,Royals,9,4,5,1,4,3
2016-04-19,Tigers,7,5,2,2,5,3
2016-04-19,Twins,4,10,4,4,0,6
2016-04-19,White Sox,9,5,2,2,7,3
2016-04-19,Yankees,5,7,3,4,2,3
2016-04-20,Angels,6,9,2,4,4,5
2016-04-20,Astros,5,10,3,4,2,6
2016-04-20,Athletics,8,7,3,7,5,0
2016-04-20,Blue Jays,8,8,3,3,5,5
2016-04-20,Braves,4,10,1,6,3,4
2016-04-20,Brewers,7,8,4,3,3,5
2016-04-20,Cardinals,8,7,5,4,3,3
2016-04-20,Cubs,11,4,4,2,7,2
2016-04-20,Diamondbacks,7,8,2,5,5,3
2016-04-20,Dodgers,9,6,4,2,5,4
2016-04-20,Giants,7,9,3,4,4,5
2016-04-20,Indians,6,6,3,4,3,2
2016-04-20,Mariners,6,8,1,5,5,3
2016-04-20,Marlins,4,9,1,7,3,2
2016-04-20,Mets,7,7,2,4,5,3
2016-04-20,Nationals,11,3,5,1,6,2
2016-04-20,Orioles,9,4,6,1,3,3
2016-04-20,Padres,6,8,3,4,3,4
2016-04-20,Phillies,7,9,5,5,2,4
2016-04-20,Pirates,7,8,5,3,2,5
2016-04-20,Rangers,9,6,5,3,4,3
2016-04-20,Rays,6,8,5,5,1,3
2016-04-20,Red Sox,7,7,4,5,3,2
2016-04-20,Reds,8,7,7,2,1,5
2016-04-20,Rockies,8,7,3,3,5,4
2016-04-20,Royals,9,5,5,2,4,3
2016-04-20,Tigers,8,5,2,2,6,3
2016-04-20,Twins,4,11,4,4,0,7
2016-04-20,White Sox,10,5,3,2,7,3
2016-04-20,Yankees,5,8,3,5,2,3
2016-04-21,Angels,7,9,2,4,5,5
2016-04-21,Astros,5,11,3,4,2,7
2016-04-21,Athletics,9,7,3,7,6,0
2016-04-21,Blue Jays,8,9,3,3,5,6
2016-04-21,Braves,4,11,1,7,3,4
2016-04-21,Brewers,7,9,4,4,3,5
2016-04-21,Cardinals,8,7,5,4,3,3
2016-04-21,Cubs,12,4,4,2,8,2
2016-04-21,Diamondbacks,8,8,2,5,6,3
2016-04-21,Dodgers,10,6,4,2,6,4
2016-04-21,Giants,7,10,3,5,4,5
2016-04-21,Indians,6,7,3,5,3,2
2016-04-21,Mariners,7,8,1,5,6,3
