Date,Home_Team,Home_Runs,Home_Hits,Home_Errors,Away_Team,Away_Runs,Away_Hits,Away_Errors
2016-07-22,Reds,6,8,0,Diamondbacks,2,5,0
2016-07-22,Marlins,3,7,0,Mets,5,9,1
2016-07-22,Astros,2,7,0,Angels,1,5,1
2016-07-22,White Sox,5,8,3,Tigers,7,11,1
2016-07-22,Brewers,2,4,2,Cubs,5,8,1
2016-07-22,Cardinals,4,8,0,Dodgers,3,14,1
2016-07-22,Royals,3,8,0,Rangers,1,5,2
2016-07-22,Rockies,4,8,1,Braves,3,9,0
2016-07-22,Athletics,1,10,0,Rays,0,7,1
2016-07-23,Blue Jays,5,8,0,Mariners,14,19,0
2016-07-23,Yankees,1,9,0,Giants,2,9,2
2016-07-23,Pirates,7,8,2,Phillies,4,12,0
2016-07-23,Nationals,3,8,0,Padres,2,6,1
2016-07-23,Orioles,5,10,0,Indians,2,7,0
2016-07-23,Red Sox,9,15,1,Twins,11,19,1
2016-07-23,Astros,7,10,0,Angels,2,6,0
2016-07-23,Marlins,7,15,0,Mets,2,10,2
2016-07-23,Reds,6,10,0,Diamondbacks,1,4,1
2016-07-23,Brewers,6,8,0,Cubs,1,6,1
2016-07-23,Cardinals,2,6,1,Dodgers,7,13,1
2016-07-23,Royals,4,9,1,Rangers,7,8,3
2016-07-23,Rockies,8,7,1,Braves,4,9,0
2016-07-23,Athletics,4,8,0,Rays,3,9,1
2016-07-24,Yankees,5,8,0,Giants,2,10,0
2016-07-24,Blue Jays,2,4,0,Mariners,0,1,0
2016-07-24,Reds,8,11,1,Diamondbacks,9,13,0
2016-07-24,Marlins,0,5,0,Mets,3,6,0
2016-07-24,Red Sox,8,10,1,Twins,7,9,1
2016-07-24,Nationals,6,9,1,Padres,10,12,1
2016-07-24,Orioles,5,7,1,Indians,3,7,1
2016-07-24,Pirates,5,9,1,Phillies,4,9,0
2016-07-24,Brewers,5,8,2,Cubs,6,11,0
2016-07-24,Astros,13,15,1,Angels,3,11,1
2016-07-24,White Sox,4,7,2,Tigers,3,8,1
2016-07-24,Royals,1,7,0,Rangers,2,11,0
2016-07-24,White Sox,5,12,0,Tigers,4,8,0
2016-07-24,Athletics,3,10,0,Rays,2,5,1
2016-07-24,Rockies,7,11,1,Braves,2,5,1
2016-07-24,Cardinals,6,8,1,Dodgers,9,13,0
2016-07-25,Orioles,3,6,0,Rockies,2,6,3
2016-07-25,Blue Jays,4,9,0,Padres,2,5,0
2016-07-25,Red Sox,2,10,0,Tigers,4,8,0
2016-07-25,Marlins,0,2,2,Phillies,4,7,1
2016-07-25,Brewers,7,12,0,Diamondbacks,2,9,0
2016-07-25,Rangers,7,11,2,Athletics,6,12,0
2016-07-25,Astros,1,6,0,Yankees,2,7,1
2016-07-25,White Sox,5,8,2,Cubs,4,12,0
2016-07-25,Royals,2,5,1,Angels,6,9,1
2016-07-25,Giants,5,7,1,Reds,7,9,0
2016-07-26,Mets,2,7,1,Cardinals,3,8,1
2016-07-26,Orioles,3,5,0,Rockies,6,9,0
2016-07-26,Pirates,4,12,1,Mariners,7,11,0
2016-07-26,Blue Jays,7,8,0,Padres,6,10,1
2016-07-26,Indians,7,11,1,Nationals,6,10,1
2016-07-26,Red Sox,8,9,0,Tigers,9,13,1
2016-07-26,Marlins,5,9,0,Phillies,0,4,0
2016-07-26,White Sox,3,6,1,Cubs,0,4,0
2016-07-26,Mets,3,6,0,Cardinals,1,4,1
2016-07-26,Rangers,3,6,1,Athletics,6,10,0
2016-07-26,Brewers,9,11,2,Diamondbacks,4,8,0
2016-07-26,Twins,0,5,1,Braves,2,7,0
2016-07-26,Astros,3,6,0,Yankees,6,13,0
2016-07-26,Royals,0,3,1,Angels,13,22,0
2016-07-26,Dodgers,3,5,1,Rays,2,6,2
2016-07-26,Giants,9,13,1,Reds,7,11,2
2016-07-27,Indians,1,6,0,Nationals,4,6,1
2016-07-27,Marlins,11,16,0,Phillies,1,10,1
2016-07-27,Blue Jays,4,6,2,Padres,8,6,0
2016-07-27,Red Sox,3,7,0,Tigers,4,11,1
2016-07-27,Dodgers,1,5,1,Rays,3,8,1
2016-07-27,Giants,1,4,1,Reds,2,6,0
2016-07-27,Pirates,10,14,1,Mariners,1,3,0
2016-07-27,Orioles,1,6,0,Rockies,3,5,0
2016-07-27,Mets,4,12,0,Cardinals,5,7,0
2016-07-27,Rangers,4,13,1,Athletics,6,9,0
2016-07-27,Cubs,8,6,0,White Sox,1,5,0
2016-07-27,Twins,7,13,0,Braves,9,16,2
2016-07-27,Astros,4,8,0,Yankees,1,5,0
2016-07-27,Brewers,1,5,5,Diamondbacks,8,11,1
2016-07-27,Royals,7,11,1,Angels,5,11,2
2016-07-28,Mets,1,10,1,Rockies,2,8,1
2016-07-28,Brewers,6,7,1,Diamondbacks,4,9,0
2016-07-28,Braves,5,13,1,Phillies,7,10,0
2016-07-28,Marlins,4,8,0,Cardinals,5,8,0
2016-07-28,Twins,6,12,0,Orioles,2,11,0
2016-07-28,Rangers,3,4,0,Royals,2,6,0
2016-07-28,Cubs,3,7,0,White Sox,1,5,1
2016-07-28,Angels,2,10,0,Red Sox,1,8,1
2016-07-28,Giants,2,5,0,Nationals,4,11,1
2016-07-29,Cubs,12,14,0,Mariners,1,8,0
2016-07-29,Blue Jays,6,7,2,Orioles,5,7,1
2016-07-29,Indians,5,8,2,Athletics,3,7,1
2016-07-29,Mets,1,6,0,Rockies,6,13,0
2016-07-29,Marlins,6,9,1,Cardinals,11,14,0
2016-07-29,Tigers,14,16,1,Astros,6,7,0
2016-07-29,Rays,5,7,0,Yankees,1,10,1
2016-07-29,Braves,2,9,1,Phillies,1,5,1
2016-07-29,Rangers,8,12,0,Royals,3,7,1
2016-07-29,Twins,2,8,0,White Sox,1,6,1
2016-07-29,Brewers,3,8,0,Pirates,1,4,0
2016-07-29,Angels,2,5,0,Red Sox,6,7,0
2016-07-29,Dodgers,9,10,0,Diamondbacks,7,9,1
2016-07-29,Giants,1,9,0,Nationals,4,8,0
2016-07-29,Padres,0,6,1,Reds,6,11,0
2016-07-30,Blue Jays,9,10,0,Orioles,1,5,0
2016-07-30,Cubs,1,3,1,Mariners,4,5,1
2016-07-30,Giants,5,8,0,Nationals,3,8,0
2016-07-30,Rays,6,7,1,Yankees,3,5,0
2016-07-30,Indians,6,12,0,Athletics,3,8,0
2016-07-30,Twins,5,8,1,White Sox,6,15,3
2016-07-30,Marlins,11,12,1,Cardinals,0,6,1
2016-07-30,Braves,5,14,2,Phillies,9,9,0
2016-07-30,Tigers,3,7,0,Astros,2,5,2
2016-07-30,Mets,2,6,3,Rockies,7,9,0
2016-07-30,Brewers,5,12,1,Pirates,3,8,0
2016-07-30,Rangers,2,8,0,Royals,1,5,0
2016-07-30,Padres,2,6,0,Reds,1,5,1
2016-07-30,Angels,5,8,0,Red Sox,2,6,0
2016-07-30,Dodgers,2,8,0,Diamondbacks,4,10,0
2016-07-31,Blue Jays,2,6,0,Orioles,6,8,0
2016-07-31,Indians,8,10,0,Athletics,0,6,0
2016-07-31,Mets,6,6,1,Rockies,4,8,0
2016-07-31,Marlins,5,9,2,Cardinals,4,6,1
2016-07-31,Tigers,11,10,0,Astros,0,7,0
2016-07-31,Rays,5,6,1,Yankees,3,9,0
2016-07-31,Braves,2,6,1,Phillies,1,5,0
2016-07-31,Twins,6,9,4,White Sox,4,9,0
2016-07-31,Brewers,4,8,1,Pirates,2,5,1
2016-07-31,Rangers,5,9,1,Royals,3,4,0
2016-07-31,Angels,3,11,1,Red Sox,5,9,1
2016-07-31,Giants,3,10,0,Nationals,1,3,2
2016-07-31,Dodgers,14,17,2,Diamondbacks,3,3,2
2016-07-31,Padres,2,5,0,Reds,3,9,0
2016-07-31,Cubs,7,9,0,Mariners,6,11,1
2016-08-01,Indians,5,7,0,Twins,12,19,0
2016-08-01,Rays,0,1,0,Royals,3,9,1
2016-08-01,Mets,5,11,1,Yankees,6,7,0
2016-08-01,Cubs,5,10,1,Marlins,0,7,0
2016-08-01,Astros,2,7,0,Blue Jays,1,6,1
2016-08-01,Diamondbacks,1,5,1,Nationals,14,19,0
2016-08-01,Padres,7,10,0,Brewers,3,6,1
2016-08-01,Mariners,1,4,0,Red Sox,2,5,0
2016-08-02,Phillies,13,15,1,Giants,8,10,1
2016-08-02,Orioles,5,9,0,Rangers,1,3,0
2016-08-02,Indians,6,13,0,Twins,10,14,0
2016-08-02,Braves,3,9,0,Pirates,5,5,1
2016-08-02,Rays,2,9,0,Royals,3,9,2
2016-08-02,Reds,7,12,0,Cardinals,5,10,1
2016-08-02,Tigers,11,13,0,White Sox,5,11,0
2016-08-02,Mets,7,10,0,Yankees,1,6,2
2016-08-02,Cubs,3,9,1,Marlins,2,9,0
2016-08-02,Astros,1,7,0,Blue Jays,2,8,0
2016-08-02,Rockies,7,11,0,Dodgers,3,5,1
2016-08-02,Diamondbacks,4,11,1,Nationals,10,15,1
2016-08-02,Angels,5,7,0,Athletics,4,9,2
2016-08-02,Mariners,5,8,0,Red Sox,4,6,0
2016-08-02,Padres,2,6,0,Brewers,3,11,0
2016-08-03,Cubs,5,9,0,Marlins,4,11,1
2016-08-03,Diamondbacks,3,5,0,Nationals,8,14,0
2016-08-03,Padres,12,14,0,Brewers,3,9,2
2016-08-03,Yankees,9,9,2,Mets,5,10,1
2016-08-03,Phillies,5,9,0,Giants,4,10,1
2016-08-03,Orioles,3,4,0,Rangers,2,7,0
2016-08-03,Indians,5,8,1,Twins,13,15,0
2016-08-03,Braves,8,15,0,Pirates,4,4,0
2016-08-03,Reds,4,10,0,Cardinals,5,9,0
2016-08-03,Rays,12,14,0,Royals,0,2,3
2016-08-03,Tigers,2,6,1,White Sox,1,6,1
2016-08-03,Astros,1,5,1,Blue Jays,3,7,2
2016-08-03,Rockies,12,17,0,Dodgers,2,6,0
2016-08-03,Angels,8,12,1,Athletics,6,13,2
2016-08-03,Mariners,3,4,0,Red Sox,1,7,0
2016-08-04,Indians,9,11,0,Twins,2,7,1
2016-08-04,Rays,3,4,0,Royals,2,9,1
2016-08-04,Reds,7,11,0,Cardinals,0,5,0
2016-08-04,Phillies,2,4,0,Giants,3,8,0
2016-08-04,Tigers,3,9,0,White Sox,6,10,0
2016-08-04,Yankees,1,9,0,Mets,4,6,0
2016-08-04,Angels,6,14,0,Athletics,8,11,1
2016-08-04,Orioles,3,9,0,Rangers,5,11,0
2016-08-04,Braves,5,6,2,Pirates,2,5,2
2016-08-04,Astros,1,5,0,Blue Jays,4,8,0
2016-08-04,Rockies,2,5,1,Dodgers,4,11,0
2016-08-04,Mariners,2,6,0,Red Sox,3,13,0
2016-08-05,Pirates,3,6,0,Reds,2,6,2
2016-08-05,Yankees,13,16,0,Indians,7,11,0
2016-08-05,Nationals,5,6,0,Giants,1,4,1
2016-08-05,Tigers,4,8,0,Mets,3,5,0
2016-08-05,Rays,2,7,1,Twins,6,10,0
2016-08-05,Astros,5,9,0,Rangers,0,3,1
2016-08-05,White Sox,5,10,1,Orioles,7,16,4
2016-08-05,Royals,3,8,0,Blue Jays,4,8,2
2016-08-05,Cardinals,1,2,0,Braves,0,3,0
2016-08-05,Rockies,3,11,2,Marlins,5,8,1
2016-08-05,Diamondbacks,3,7,2,Brewers,2,6,1
2016-08-05,Athletics,2,6,0,Cubs,7,11,0
2016-08-05,Mariners,6,14,1,Angels,4,3,1
2016-08-05,Dodgers,0,3,2,Red Sox,9,10,0
2016-08-05,Padres,4,10,0,Phillies,5,6,0
2016-08-06,Yankees,2,6,0,Indians,5,10,0
2016-08-06,Dodgers,3,11,0,Red Sox,0,5,0
2016-08-06,Athletics,0,4,1,Cubs,4,8,0
2016-08-06,Rays,7,10,1,Twins,3,7,2
2016-08-06,Pirates,5,9,0,Reds,3,7,1
2016-08-06,Nationals,1,8,0,Giants,7,14,0
2016-08-06,Astros,2,9,0,Rangers,3,13,0
2016-08-06,Tigers,6,10,3,Mets,5,14,0
2016-08-06,White Sox,4,10,1,Orioles,2,6,0
2016-08-06,Cardinals,5,11,2,Braves,13,15,0
2016-08-06,Royals,4,11,1,Blue Jays,2,5,0
2016-08-06,Diamondbacks,6,8,0,Brewers,15,19,3
2016-08-06,Rockies,12,17,1,Marlins,6,10,0
2016-08-06,Padres,9,14,3,Phillies,7,9,0
2016-08-06,Mariners,8,10,0,Angels,6,10,1
2016-08-07,Yankees,3,5,3,Indians,2,8,0
2016-08-07,Rays,3,8,2,Twins,6,12,0
2016-08-07,Tigers,1,11,0,Mets,3,5,2
2016-08-07,Pirates,3,6,2,Reds,7,8,0
2016-08-07,Nationals,1,2,1,Giants,0,5,0
2016-08-07,White Sox,2,4,0,Orioles,10,12,0
2016-08-07,Astros,3,11,1,Rangers,5,15,0
2016-08-07,Cardinals,3,9,0,Braves,6,11,1
2016-08-07,Royals,7,11,0,Blue Jays,1,6,2
2016-08-07,Athletics,1,4,0,Cubs,3,10,0
2016-08-07,Mariners,3,7,1,Angels,1,5,0
2016-08-07,Diamondbacks,9,12,1,Brewers,3,5,3
2016-08-07,Rockies,7,9,2,Marlins,10,17,0
2016-08-07,Padres,5,5,3,Phillies,6,14,1
2016-08-07,Dodgers,8,9,0,Red Sox,5,6,3
2016-08-08,Blue Jays,7,12,0,Rays,5,9,0
2016-08-08,Marlins,7,13,1,Giants,8,18,0
2016-08-08,Brewers,3,8,1,Braves,4,10,0
2016-08-08,Twins,3,11,0,Astros,1,4,1
2016-08-08,Cardinals,5,9,0,Reds,4,8,1
2016-08-08,Rockies,3,8,0,Rangers,4,6,0
2016-08-08,Athletics,3,7,0,Orioles,2,7,0
2016-08-08,Mariners,3,7,0,Tigers,0,5,0
2016-08-08,Dodgers,9,11,1,Phillies,4,8,0
2016-08-09,Rockies,5,11,0,Rangers,7,11,0
2016-08-09,Pirates,6,10,0,Padres,4,7,2
2016-08-09,Nationals,1,6,1,Indians,3,5,2
2016-08-09,Blue Jays,2,6,2,Rays,9,15,0
2016-08-09,Red Sox,5,9,1,Yankees,3,7,0
2016-08-09,Marlins,2,4,1,Giants,0,3,0
2016-08-09,Mets,3,6,1,Diamondbacks,5,8,1
2016-08-09,Cubs,5,8,0,Angels,1,3,1
2016-08-09,Brewers,1,4,1,Braves,2,6,0
2016-08-09,Twins,5,9,1,Astros,7,12,0
2016-08-09,Cardinals,4,9,2,Reds,7,11,0
2016-08-09,Royals,5,10,0,White Sox,7,14,1
2016-08-09,Athletics,2,6,0,Orioles,1,3,0
2016-08-09,Mariners,6,16,0,Tigers,5,16,1
2016-08-09,Dodgers,9,13,0,Phillies,3,9,0
2016-08-10,Marlins,0,5,1,Giants,1,6,0
2016-08-10,Dodgers,2,8,0,Phillies,6,7,0
2016-08-10,Nationals,7,11,0,Indians,4,10,0
2016-08-10,Pirates,0,2,2,Padres,4,6,0
2016-08-10,Blue Jays,7,9,0,Rays,0,5,2
2016-08-10,Red Sox,4,9,0,Yankees,9,15,0
2016-08-10,Mets,2,6,1,Diamondbacks,3,11,0
2016-08-10,Cardinals,3,9,0,Reds,2,6,0
2016-08-10,Cubs,3,7,0,Angels,1,6,1
2016-08-10,Rangers,5,9,3,Rockies,4,6,1
2016-08-10,Brewers,4,10,0,Braves,3,9,1
2016-08-10,Royals,3,12,0,White Sox,2,13,1
2016-08-10,Athletics,1,4,0,Orioles,0,7,0
2016-08-10,Mariners,3,10,0,Tigers,1,4,0
2016-08-11,Mets,0,5,1,Diamondbacks,9,12,0
2016-08-11,Pirates,4,9,0,Padres,0,4,0
2016-08-11,Twins,7,13,2,Astros,15,19,0
2016-08-11,Rangers,9,14,0,Rockies,12,15,0
2016-08-11,Brewers,11,14,0,Braves,3,9,1
2016-08-11,Athletics,6,10,1,Orioles,9,11,0
2016-08-11,Indians,14,14,0,Angels,4,6,2
2016-08-11,Red Sox,2,9,0,Yankees,4,7,0
2016-08-11,Twins,2,9,2,Astros,10,16,1
2016-08-11,Cubs,4,11,0,Cardinals,3,10,0
2016-08-11,Royals,2,4,0,White Sox,1,7,1
2016-08-12,Cubs,13,14,2,Cardinals,2,6,0
2016-08-12,Phillies,10,11,1,Rockies,6,8,3
2016-08-12,Nationals,5,9,0,Braves,8,9,0
2016-08-12,Blue Jays,3,7,1,Astros,5,12,0
2016-08-12,Indians,13,17,0,Angels,3,8,2
2016-08-12,Red Sox,9,11,0,Diamondbacks,4,12,2
2016-08-12,Mets,6,8,0,Padres,8,6,0
2016-08-12,Marlins,2,4,0,White Sox,4,12,0
2016-08-12,Yankees,6,8,0,Rays,3,4,0
2016-08-12,Rangers,8,13,2,Tigers,5,7,0
2016-08-12,Brewers,4,6,2,Reds,7,12,1
2016-08-12,Twins,3,5,1,Royals,7,11,0
2016-08-12,Athletics,6,12,0,Mariners,3,4,0
2016-08-12,Dodgers,1,12,0,Pirates,5,7,0
2016-08-12,Giants,2,5,1,Orioles,5,10,0
2016-08-13,Yankees,8,11,0,Rays,4,6,0
2016-08-13,Blue Jays,4,7,0,Astros,2,7,0
2016-08-13,Cubs,4,8,0,Cardinals,8,8,1
2016-08-13,Dodgers,8,17,0,Pirates,4,10,3
2016-08-13,Phillies,6,6,0,Rockies,3,13,0
2016-08-13,Nationals,7,11,1,Braves,6,11,1
2016-08-13,Indians,5,14,0,Angels,1,1,2
2016-08-13,Brewers,5,14,2,Reds,11,16,0
2016-08-13,Red Sox,6,8,1,Diamondbacks,3,5,1
2016-08-13,Mets,3,7,0,Padres,2,5,3
2016-08-13,Marlins,7,14,0,White Sox,8,10,0
2016-08-13,Twins,5,12,2,Royals,3,8,0
2016-08-13,Rangers,0,3,0,Tigers,2,14,0
2016-08-13,Giants,6,7,0,Orioles,2,5,0
2016-08-13,Athletics,3,11,0,Mariners,4,9,0
2016-08-14,Yankees,3,7,1,Rays,12,15,0
2016-08-14,Blue Jays,9,11,2,Astros,2,7,2
2016-08-14,Indians,5,11,0,Angels,4,5,0
2016-08-14,Marlins,5,9,0,White Sox,4,11,0
2016-08-14,Mets,5,5,0,Padres,1,4,2
2016-08-14,Phillies,7,10,1,Rockies,6,12,4
2016-08-14,Red Sox,16,19,2,Diamondbacks,2,7,1
2016-08-14,Nationals,9,9,0,Braves,1,5,2
2016-08-14,Brewers,7,8,0,Reds,3,7,0
2016-08-14,Twins,4,6,4,Royals,11,16,1
2016-08-14,Rangers,0,4,1,Tigers,7,13,0
2016-08-14,Giants,7,14,1,Orioles,8,15,1
2016-08-14,Athletics,4,9,0,Mariners,8,12,0
2016-08-14,Dodgers,3,7,2,Pirates,11,16,0
2016-08-14,Cubs,4,8,1,Cardinals,6,10,0
2016-08-15,Indians,2,6,0,Red Sox,3,10,0
2016-08-15,Yankees,1,8,0,Blue Jays,0,3,0
2016-08-15,Tigers,1,6,1,Royals,3,9,1
2016-08-15,Rays,8,8,0,Padres,2,3,0
2016-08-15,Reds,3,7,1,Marlins,6,9,2
2016-08-15,Rangers,5,10,1,Athletics,2,6,1
2016-08-15,Rockies,4,10,0,Nationals,5,10,0
2016-08-15,Diamondbacks,10,16,1,Mets,6,12,2
2016-08-15,Angels,2,4,0,Mariners,3,9,0
2016-08-15,Giants,5,12,0,Pirates,8,12,1
2016-08-16,Cubs,4,6,1,Brewers,0,3,0
2016-08-16,Phillies,5,8,1,Dodgers,15,13,1
2016-08-16,Yankees,6,8,1,Blue Jays,12,15,0
2016-08-16,Orioles,3,4,0,Red Sox,5,7,0
2016-08-16,Indians,3,11,0,White Sox,1,7,1
2016-08-16,Rays,15,16,1,Padres,1,7,0
2016-08-16,Reds,6,8,0,Marlins,3,9,0
2016-08-16,Braves,2,6,0,Twins,4,11,0
2016-08-16,Tigers,1,3,1,Royals,6,6,0
2016-08-16,Cubs,4,10,1,Brewers,1,6,0
2016-08-16,Rangers,5,6,1,Athletics,4,11,0
2016-08-16,Astros,5,9,0,Cardinals,8,9,1
2016-08-16,Rockies,6,9,0,Nationals,2,9,0
2016-08-16,Diamondbacks,5,9,2,Mets,7,12,2
2016-08-16,Angels,7,8,2,Mariners,6,10,0
2016-08-16,Giants,3,8,0,Pirates,4,8,2
2016-08-17,Yankees,4,9,1,Blue Jays,7,11,0
2016-08-17,Rays,2,6,0,Padres,0,5,0
2016-08-17,Astros,2,7,0,Cardinals,8,12,0
2016-08-17,Rockies,12,11,1,Nationals,10,13,0
2016-08-17,Giants,5,10,0,Pirates,6,7,0
2016-08-17,Phillies,2,11,0,Dodgers,7,11,0
2016-08-17,Orioles,1,4,0,Red Sox,8,13,1
2016-08-17,Indians,7,13,2,White Sox,10,13,0
2016-08-17,Braves,3,8,0,Twins,10,14,0
2016-08-17,Reds,3,8,1,Marlins,2,6,1
2016-08-17,Tigers,1,6,0,Royals,4,7,2
2016-08-17,Cubs,6,8,0,Brewers,1,4,0
2016-08-17,Rangers,6,11,0,Athletics,2,8,1
2016-08-17,Diamondbacks,13,12,0,Mets,5,10,0
2016-08-17,Angels,3,14,0,Mariners,4,10,0
2016-08-18,Tigers,4,10,0,Red Sox,3,9,0
2016-08-18,Cubs,9,14,0,Brewers,6,6,0
2016-08-18,Phillies,5,9,0,Dodgers,4,7,1
2016-08-18,Orioles,13,18,1,Astros,5,7,0
2016-08-18,Indians,5,12,0,White Sox,4,6,1
2016-08-18,Braves,2,7,2,Nationals,8,6,1
2016-08-18,Reds,5,8,2,Marlins,4,8,2
2016-08-18,Royals,8,7,0,Twins,1,5,1
2016-08-18,Angels,6,10,0,Mariners,4,8,1
2016-08-18,Padres,9,12,1,Diamondbacks,8,14,1
2016-08-18,Giants,10,17,0,Mets,7,13,0
2016-08-19,Pirates,5,12,2,Marlins,6,16,1
2016-08-19,Phillies,3,11,0,Cardinals,4,9,0
2016-08-19,Orioles,8,10,0,Astros,15,18,1
2016-08-19,Indians,3,6,0,Blue Jays,2,5,2
2016-08-19,Rays,2,6,0,Rangers,6,11,1
2016-08-19,Tigers,2,4,0,Red Sox,10,16,1
2016-08-19,Reds,9,12,0,Dodgers,2,10,0
2016-08-19,Braves,6,7,2,Nationals,7,12,2
2016-08-19,White Sox,0,2,1,Athletics,9,11,1
2016-08-19,Royals,5,12,0,Twins,4,7,0
2016-08-19,Rockies,7,11,0,Cubs,6,12,2
2016-08-19,Angels,0,6,1,Yankees,7,15,0
2016-08-19,Mariners,7,11,0,Brewers,6,11,3
2016-08-19,Giants,8,15,0,Mets,1,11,2
2016-08-19,Padres,7,11,1,Diamondbacks,4,13,0
2016-08-20,Giants,5,11,0,Mets,9,13,0
2016-08-20,Rays,8,12,1,Rangers,2,9,0
2016-08-20,Pirates,1,4,1,Marlins,3,6,0
2016-08-20,Phillies,4,11,0,Cardinals,2,9,0
2016-08-20,Orioles,2,7,1,Astros,12,14,0
2016-08-20,Indians,5,6,0,Blue Jays,6,14,2
2016-08-20,White Sox,6,10,0,Athletics,2,6,0
2016-08-20,Braves,9,12,0,Nationals,11,17,1
2016-08-20,Tigers,2,6,0,Red Sox,3,8,0
2016-08-20,Reds,11,18,0,Dodgers,1,3,0
2016-08-20,Royals,10,17,0,Twins,0,4,0
2016-08-20,Rockies,2,5,2,Cubs,9,15,0
2016-08-20,Padres,1,3,4,Diamondbacks,2,4,1
2016-08-20,Mariners,8,12,0,Brewers,2,7,1
2016-08-20,Angels,1,4,1,Yankees,5,8,0
2016-08-21,Rays,8,8,0,Rangers,4,7,1
2016-08-21,Indians,3,9,0,Blue Jays,2,7,0
2016-08-21,Tigers,10,10,0,Red Sox,5,7,0
2016-08-21,Reds,0,9,0,Dodgers,4,8,0
2016-08-21,Pirates,2,5,2,Marlins,3,6,2
2016-08-21,Braves,7,9,0,Nationals,6,8,5
2016-08-21,Orioles,3,6,1,Astros,5,9,0
2016-08-21,Phillies,0,9,0,Cardinals,9,13,0
2016-08-21,White Sox,4,11,0,Athletics,2,10,1
2016-08-21,Royals,2,4,1,Twins,1,8,1
2016-08-21,Angels,2,8,0,Yankees,0,6,0
2016-08-21,Mariners,6,11,0,Brewers,7,10,1
2016-08-21,Rockies,11,14,0,Cubs,4,7,4
2016-08-21,Padres,9,11,1,Diamondbacks,1,5,0
2016-08-21,Giants,0,3,0,Mets,2,4,0
2016-08-22,Reds,9,14,0,Dodgers,18,21,1
2016-08-22,Pirates,1,5,1,Astros,3,5,2
2016-08-22,Orioles,4,5,0,Nationals,3,5,0
2016-08-22,Rays,2,5,1,Red Sox,6,9,0
2016-08-22,Brewers,4,4,0,Rockies,2,7,2
2016-08-22,Diamondbacks,9,16,0,Braves,8,12,0
2016-08-22,Athletics,0,4,0,Indians,1,7,1
2016-08-22,Mariners,7,10,0,Yankees,5,9,0
2016-08-22,Padres,1,6,0,Cubs,5,11,1
2016-08-23,Pirates,7,11,0,Astros,1,6,1
2016-08-23,Orioles,8,13,0,Nationals,1,10,1
2016-08-23,Blue Jays,7,10,0,Angels,2,8,0
2016-08-23,Rays,1,6,1,Red Sox,2,5,0
2016-08-23,Marlins,0,7,0,Royals,1,6,0
2016-08-23,Reds,3,6,0,Rangers,0,5,0
2016-08-23,Twins,3,6,1,Tigers,8,14,0
2016-08-23,White Sox,9,11,0,Phillies,1,5,0
2016-08-23,Brewers,6,8,0,Rockies,4,11,0
2016-08-23,Cardinals,4,9,0,Mets,7,12,0
2016-08-23,Diamondbacks,4,5,2,Braves,7,12,0
2016-08-23,Athletics,9,13,0,Indians,1,4,1
2016-08-23,Dodgers,9,14,0,Giants,5,9,0
2016-08-23,Mariners,1,4,2,Yankees,5,9,0
2016-08-23,Padres,3,4,1,Cubs,5,10,0
2016-08-24,Pirates,4,11,1,Astros,5,7,0
2016-08-24,Brewers,7,10,1,Rockies,1,6,0
2016-08-24,Athletics,5,10,0,Indians,1,9,1
2016-08-24,Padres,3,6,1,Cubs,6,10,1
2016-08-24,Mariners,0,8,0,Yankees,5,9,0
2016-08-24,Nationals,8,15,2,Orioles,10,12,0
2016-08-24,Blue Jays,2,9,0,Angels,8,17,0
2016-08-24,Rays,4,12,0,Red Sox,3,9,1
2016-08-24,Marlins,3,7,1,Royals,0,8,0
2016-08-24,Reds,5,4,1,Rangers,6,7,1
2016-08-24,Twins,4,8,1,Tigers,9,14,1
2016-08-24,White Sox,3,7,0,Phillies,5,10,0
2016-08-24,Cardinals,8,19,1,Mets,1,4,0
2016-08-24,Diamondbacks,10,18,0,Braves,9,14,0
2016-08-24,Dodgers,1,5,0,Giants,0,6,0
2016-08-25,Twins,5,9,1,Tigers,8,11,0
2016-08-25,Rays,2,7,0,Red Sox,1,7,0
2016-08-25,Nationals,4,10,0,Orioles,0,3,0
2016-08-25,Blue Jays,3,7,0,Angels,6,11,1
2016-08-25,Marlins,2,8,3,Royals,5,8,3
2016-08-25,Cardinals,6,11,2,Mets,10,15,1
2016-08-25,Rangers,9,8,0,Indians,0,2,2
2016-08-25,White Sox,7,11,1,Mariners,6,8,1
2016-08-25,Brewers,2,5,1,Pirates,3,7,0
2016-08-25,Diamondbacks,1,2,1,Braves,3,8,1
2016-08-25,Dodgers,0,1,1,Giants,4,8,0
2016-08-26,Yankees,14,18,1,Orioles,4,7,3
2016-08-26,Nationals,8,10,0,Rockies,5,6,3
2016-08-26,Blue Jays,15,15,1,Twins,8,9,2
2016-08-26,Red Sox,3,15,0,Royals,6,9,1
2016-08-26,Mets,9,11,0,Phillies,4,7,0
2016-08-26,Marlins,7,13,1,Padres,6,6,2
2016-08-26,Tigers,4,9,0,Angels,2,4,0
2016-08-26,Rangers,1,6,0,Indians,12,17,0
2016-08-26,Astros,5,6,0,Rays,4,8,1
2016-08-26,White Sox,1,8,0,Mariners,3,5,0
2016-08-26,Brewers,3,7,2,Pirates,5,7,1
2016-08-26,Cardinals,3,6,0,Athletics,1,5,0
2016-08-26,Diamondbacks,4,7,0,Reds,3,12,0
2016-08-26,Dodgers,4,9,0,Cubs,6,9,1
