gameId,Date,Home_Team,Home_Runs,Home_Hits,Home_Errors,Away_Team,Away_Runs,Away_Hits,Away_Errors
f5a902fb-aded-450d-89bd-34b4e25cbd41,2016-04-09 02:15:00 UTC,Giants,3,2,0,Dodgers,2,9,0
58c60e52-6a0f-4966-abc5-978b02bbb291,2016-04-09 17:07:00 UTC,Blue Jays,4,7,1,Red Sox,8,11,1
3f1bfeb9-6289-4316-bd25-a3f3c7b2e9e0,2016-04-09 17:10:00 UTC,Reds,5,8,1,Pirates,1,10,1
67bfbe62-8594-454d-80f2-71de407a291b,2016-04-09 17:10:00 UTC,Tigers,4,7,1,Yankees,8,13,1
5ca17505-d463-45ed-b79b-2dd4a5bd2688,2016-04-09 18:10:00 UTC,White Sox,7,10,1,Indians,3,7,3
5e5017d9-64bf-4300-b6a4-1edf17d6dd86,2016-04-09 20:05:00 UTC,Giants,2,5,1,Dodgers,3,10,0
9e24c318-c93d-46ae-980a-875f85216922,2016-04-09 23:10:00 UTC,Mets,0,3,0,Phillies,1,8,0
e95cfd50-ea5e-4a0a-8557-60079f6a85b7,2016-04-09 23:10:00 UTC,Braves,2,4,3,Cardinals,12,14,3
2d434736-f10d-4368-89a3-e04c248468db,2016-04-09 23:10:00 UTC,Brewers,4,8,2,Astros,6,9,0
c168de8e-c29b-47fe-8a6f-569d9e237cf8,2016-04-09 23:15:00 UTC,Royals,7,10,0,Twins,0,7,2
056efbfa-cab6-4ff3-b30f-4b8912d73c86,2016-04-10 00:10:00 UTC,Diamondbacks,2,4,1,Cubs,4,10,0
588565d2-ab67-4aa6-80af-c8212be87c50,2016-04-10 00:10:00 UTC,Rockies,3,8,2,Padres,16,19,1
cda95080-efea-4772-a9b9-15842466e94f,2016-04-10 01:05:00 UTC,Angels,1,5,2,Rangers,4,10,0
1c3f6de9-6dfe-41cf-9c3c-78b7a2c20e4d,2016-04-10 01:10:00 UTC,Mariners,1,5,0,Athletics,6,11,0
a6b88d96-ded5-4e36-a487-23c3f19df85b,2016-04-10 17:07:00 UTC,Blue Jays,3,7,0,Red Sox,0,7,1
bd79e40d-5319-4087-9078-07ceee87ec31,2016-04-10 17:10:00 UTC,Mets,2,4,0,Phillies,5,9,0
8a26f0c4-0e1c-48b3-8751-d7d07cd3efa4,2016-04-10 17:10:00 UTC,Reds,2,10,0,Pirates,1,9,0
e2708cc0-84a4-4b6e-b883-7230b5440f59,2016-04-10 17:35:00 UTC,Orioles,5,11,1,Rays,3,8,0
26dbcba9-2695-40b6-b828-feb19af2c9f8,2016-04-10 17:35:00 UTC,Nationals,4,11,0,Marlins,2,7,0
151cf4ae-81cd-46e4-bee6-1e0585b05fb4,2016-04-10 17:35:00 UTC,Braves,7,11,0,Cardinals,12,10,1
c7c47096-9acd-4e9f-ba7a-69e655163083,2016-04-10 18:10:00 UTC,Brewers,3,6,1,Astros,2,3,1
54ac1555-cbcc-4bc5-a228-33a66394624f,2016-04-10 18:15:00 UTC,Royals,4,7,2,Twins,3,11,1
a1e1640e-d9e7-4ae9-a679-e3cd825cbf2e,2016-04-10 19:35:00 UTC,Angels,3,7,0,Rangers,1,7,1
109f5759-3d03-4d82-8118-c579454bc305,2016-04-10 20:05:00 UTC,Giants,9,12,0,Dodgers,6,10,0
6a83e76c-dc0d-4924-9d3d-a2e7e0ab5b52,2016-04-10 20:10:00 UTC,Diamondbacks,3,8,0,Cubs,7,12,0
25f98eb7-9000-418f-bc06-0b680430d3d3,2016-04-10 20:10:00 UTC,Mariners,1,6,0,Athletics,2,5,1
2a04cb4b-b579-4ffa-a44c-7174529f5afe,2016-04-10 20:10:00 UTC,Rockies,6,9,1,Padres,3,8,0
7ade41ee-715c-4d30-9f58-f96814158fb3,2016-04-11 17:10:00 UTC,Tigers,4,6,0,Pirates,7,17,1
0bec7067-3214-4e9b-9272-e8a12e4da3e9,2016-04-11 18:05:00 UTC,Red Sox,7,11,0,Orioles,9,9,2
41095955-b90c-4819-98aa-c62e5136bf69,2016-04-11 19:05:00 UTC,Phillies,3,8,0,Padres,4,6,0
9b22a016-9a6a-4c19-a01b-443c1456970a,2016-04-11 20:10:00 UTC,Twins,1,6,1,White Sox,4,9,0
351a5164-8ccd-4979-898d-5bc2fe628dad,2016-04-11 20:15:00 UTC,Cardinals,10,19,0,Brewers,1,6,1
113f3758-563a-48de-a33c-d1c7fe3c52a3,2016-04-11 23:05:00 UTC,Nationals,6,11,0,Braves,4,8,1
119954be-c9c5-4bbe-b3cd-376135445186,2016-04-11 23:10:00 UTC,Mets,3,7,0,Marlins,10,15,1
6a06969f-0f31-4ef1-999e-0a0dcb92a888,2016-04-12 00:05:00 UTC,Cubs,5,3,0,Reds,3,7,1
ac45d70e-66a0-49ea-afb3-602bda7cfb69,2016-04-12 00:10:00 UTC,Astros,8,14,0,Royals,2,11,0
d7d822f5-5857-4575-a999-40f77709d848,2016-04-12 02:05:00 UTC,Athletics,1,10,0,Angels,4,9,0
25df459b-79cd-4cc1-a6b6-26a3bdd3faa5,2016-04-12 02:10:00 UTC,Mariners,3,7,0,Rangers,7,14,0
bccf7e87-6ca7-45f5-87be-5a90108d48ff,2016-04-12 17:10:00 UTC,Tigers,8,14,1,Pirates,2,5,1
3b507cd7-9e38-4b3c-841f-120a08294130,2016-04-12 20:10:00 UTC,Dodgers,2,9,1,Diamondbacks,4,9,0
556c287f-bb6d-4526-be4d-ffd11121b050,2016-04-12 23:05:00 UTC,Phillies,3,4,1,Padres,0,4,2
2b4ec4bc-bd9a-4322-a47b-b19404cab849,2016-04-12 23:05:00 UTC,Nationals,2,8,1,Braves,1,6,0
6d19c9a2-678a-494f-9e81-e1f3f7591a4b,2016-04-12 23:07:00 UTC,Blue Jays,2,3,1,Yankees,3,7,1
1a3c6ab5-8a17-4dd2-b2fc-02572f093fd5,2016-04-12 23:10:00 UTC,Mets,1,6,0,Marlins,2,9,0
af2e9f10-2e23-4e1d-a359-eb7693c5b688,2016-04-12 23:10:00 UTC,Red Sox,5,10,0,Orioles,9,11,0
a592dedb-887c-4bc8-889c-7f6ec92ad3f4,2016-04-12 23:10:00 UTC,Rays,5,5,0,Indians,1,5,0
d8355a71-c9c1-40c4-b052-781baf31d9ab,2016-04-13 00:10:00 UTC,Astros,2,7,0,Royals,3,7,0
04eae4e0-d904-422f-8b43-c38138824dbd,2016-04-13 00:40:00 UTC,Rockies,2,7,0,Giants,7,13,1
9a12f7f3-663a-4f95-97cc-b2be707f3ee5,2016-04-13 02:05:00 UTC,Athletics,4,7,0,Angels,5,10,1
88b6f609-4ecb-4f6f-b130-9546f4ce3d7f,2016-04-13 02:10:00 UTC,Mariners,0,4,0,Rangers,8,12,1
9972e71d-f98a-466d-95f0-05d3824bc673,2016-04-13 17:10:00 UTC,Mets,2,7,0,Marlins,1,7,0
92c3b40f-0847-432e-8b75-02148d62147a,2016-04-13 19:35:00 UTC,Athletics,1,3,0,Angels,5,11,1
c572a3aa-b8d5-40d7-b5b7-2213f0fe88cd,2016-04-13 19:40:00 UTC,Mariners,4,8,1,Rangers,2,6,3
6c79e97c-9ddd-4218-9c29-b5b24300bd5d,2016-04-13 23:05:00 UTC,Pirates,3,4,0,Tigers,7,10,0
9e28d713-b531-40d1-bf16-102919262c68,2016-04-13 23:05:00 UTC,Phillies,2,5,1,Padres,1,6,3
473aaf60-2195-471a-bef5-2acc58fd61a2,2016-04-13 23:05:00 UTC,Nationals,3,4,0,Braves,0,5,0
11ca8b3e-5151-40da-aa45-585e8fa63832,2016-04-13 23:07:00 UTC,Blue Jays,7,10,0,Yankees,2,8,1
540cd265-f331-4c46-b631-62b2a603adf5,2016-04-13 23:10:00 UTC,Red Sox,4,8,0,Orioles,2,9,0
b656b876-5b3c-4608-84fc-e22c37b0aa9a,2016-04-13 23:10:00 UTC,Rays,1,5,2,Indians,4,5,0
2a95fc61-648a-4441-b95a-ede02fbfe022,2016-04-14 00:05:00 UTC,Cubs,9,8,0,Reds,2,7,0
307033c9-e7bf-40c6-9197-cbe66ae8b130,2016-04-14 00:10:00 UTC,Twins,0,4,0,White Sox,3,9,0
c76b53a2-32fb-4284-9cb7-f92ce0233199,2016-04-14 00:10:00 UTC,Astros,2,6,1,Royals,4,8,1
192f3b67-4b90-4063-915e-0274c7423060,2016-04-14 00:15:00 UTC,Cardinals,4,6,2,Brewers,6,9,1
6a6d1f64-af99-4e58-9eb1-f64062ed3d43,2016-04-14 00:40:00 UTC,Rockies,10,18,0,Giants,6,7,1
32c89422-ed05-4e0b-ad53-74eb19e79868,2016-04-14 02:10:00 UTC,Dodgers,3,7,0,Diamondbacks,1,5,3
2ec3e9e7-51df-4218-92bf-582757c802d6,2016-04-14 16:35:00 UTC,Pirates,4,14,1,Tigers,7,9,2
92764325-5a9c-4c4f-9210-6670a36d12bc,2016-04-14 17:05:00 UTC,Phillies,3,3,0,Padres,0,3,1
a82b847c-efd8-46a6-8d99-7e91e258fbbf,2016-04-14 17:10:00 UTC,Twins,1,4,1,White Sox,3,9,1
023e0a42-7531-4078-916c-650a773a3ce1,2016-04-14 17:10:00 UTC,Rays,0,5,2,Indians,6,13,0
edbe49a8-166b-4109-b222-26b58f094750,2016-04-14 17:45:00 UTC,Cardinals,7,11,0,Brewers,0,1,0
03305625-709a-4bef-973d-7bfa1031a4d2,2016-04-14 19:10:00 UTC,Rockies,11,13,3,Giants,6,9,1
896dc67e-c027-4da1-af4f-605aa849c845,2016-04-14 20:05:00 UTC,Nationals,6,6,0,Braves,2,5,0
146e72f2-161a-4e45-b41b-41d36590a9aa,2016-04-14 23:07:00 UTC,Blue Jays,4,8,0,Yankees,2,3,0
467c153a-f5c6-4a70-b4a4-f66bc0ef2586,2016-04-15 00:05:00 UTC,Rangers,6,10,0,Orioles,3,9,0
735a07d9-e3aa-4eab-8b4f-2eebbdcf00e3,2016-04-15 00:05:00 UTC,Cubs,8,11,0,Reds,1,6,2
9b750dca-4584-4041-bdef-a33c6f3d1b29,2016-04-15 00:10:00 UTC,Astros,2,5,0,Royals,6,13,0
b67b777c-85ba-4735-92ad-cd951d2ed873,2016-04-15 02:10:00 UTC,Dodgers,5,8,0,Diamondbacks,2,6,1
1dfcfb82-32e9-4121-b4ae-10a208d8726d,2016-04-15 18:20:00 UTC,Cubs,1,4,4,Rockies,6,11,1
81b66f89-bf0f-4b50-a378-6c04a4953563,2016-04-15 23:05:00 UTC,Yankees,1,6,1,Mariners,7,12,0
bedcc8b4-cc98-49d8-95ea-7e0fd3d49524,2016-04-15 23:05:00 UTC,Pirates,4,8,1,Brewers,8,11,2
22782031-338d-4a4f-b30a-e134446956ff,2016-04-15 23:05:00 UTC,Phillies,1,4,1,Nationals,9,16,1
95ea23f8-308c-494b-9c91-261b9d4472f5,2016-04-15 23:10:00 UTC,Indians,5,14,1,Mets,6,14,2
0c5ff96d-ec11-4adb-89e8-05d7df7e88a3,2016-04-15 23:10:00 UTC,Red Sox,5,9,0,Blue Jays,3,3,1
375bf057-1914-4b5d-b3c4-f63d23ded5aa,2016-04-15 23:10:00 UTC,Rays,0,2,0,White Sox,1,6,1
4b459435-4810-433b-82b5-8bbe5060753e,2016-04-15 23:10:00 UTC,Marlins,3,12,0,Braves,6,8,2
225e02b3-18e4-4e60-8256-97bce7780d34,2016-04-16 00:05:00 UTC,Rangers,5,6,1,Orioles,11,13,1
0b0239d7-572a-493a-9c23-3afc1eec593b,2016-04-16 00:10:00 UTC,Twins,5,8,1,Angels,4,9,0
22f74b1c-3ac5-4faa-824e-133846c93338,2016-04-16 00:10:00 UTC,Astros,1,5,0,Tigers,0,5,1
bf73f3f9-e746-4d6a-884e-fa7514d04ec8,2016-04-16 00:15:00 UTC,Cardinals,14,13,0,Reds,3,7,3
f348a51c-f09e-4387-abce-857fa4ec2244,2016-04-16 02:05:00 UTC,Athletics,2,5,1,Royals,4,12,1
2b376233-7c12-486f-96cd-b2015d1677b3,2016-04-16 02:10:00 UTC,Dodgers,7,9,1,Giants,3,5,3
635de127-8ef1-41b1-866d-14519f6e0a6a,2016-04-16 02:40:00 UTC,Padres,2,8,1,Diamondbacks,3,8,1
b4ba0d8d-3cee-4416-a328-17de07577dea,2016-04-16 17:05:00 UTC,Yankees,2,10,1,Mariners,3,10,1
51081092-e8ca-435e-870d-691ccc41189a,2016-04-16 18:10:00 UTC,Twins,6,10,0,Angels,4,9,0
9568a224-9869-4092-aa62-61001db59083,2016-04-16 18:15:00 UTC,Cardinals,8,10,0,Reds,9,15,2
6ff5d28f-3305-4eb2-9903-2fc78b112c2b,2016-04-16 18:20:00 UTC,Cubs,6,8,0,Rockies,2,7,1
55c529f0-2829-433e-a361-0c69e777572c,2016-04-16 20:05:00 UTC,Red Sox,4,9,0,Blue Jays,2,7,0
589af27d-0d95-4f16-848b-ae310a4bf71e,2016-04-16 20:05:00 UTC,Athletics,5,10,2,Royals,3,9,1
d725433c-f63c-4ff3-ad39-65de893bda30,2016-04-16 20:10:00 UTC,Indians,7,11,0,Mets,5,8,0
f9b9fd92-b443-4afc-b876-06b72d9431e6,2016-04-16 22:10:00 UTC,Rays,7,10,0,White Sox,2,7,0
6d32116b-7448-4f9c-b9a9-cd3fc39a2843,2016-04-16 23:05:00 UTC,Pirates,5,8,0,Brewers,0,3,0
9fb0bddc-7070-48b7-9557-43bec7f0f16c,2016-04-16 23:05:00 UTC,Phillies,1,7,1,Nationals,8,8,0
a1511b94-81e9-4f81-be33-90e37176d525,2016-04-16 23:10:00 UTC,Marlins,4,8,1,Braves,6,10,0
77e1cf81-5145-4637-80a9-68eb1101de43,2016-04-16 23:10:00 UTC,Astros,3,8,1,Tigers,5,15,0
ed560d53-09e7-4f1b-95dd-e4ea689978a9,2016-04-17 00:05:00 UTC,Rangers,8,14,0,Orioles,4,10,1
f43aecde-5de5-4248-9b3f-0592377fdd0f,2016-04-17 00:40:00 UTC,Padres,5,14,2,Diamondbacks,3,11,1
ed4553dd-1f77-4eb3-8aed-e525596f09fd,2016-04-17 01:10:00 UTC,Dodgers,3,5,0,Giants,4,8,0
cb23dafd-9351-4da5-8eba-fe71b65fc867,2016-04-17 17:05:00 UTC,Yankees,4,8,1,Mariners,3,6,1
ab54f09c-9326-46bc-8731-2a9515e5ed3c,2016-04-17 17:10:00 UTC,Indians,0,3,2,Mets,6,9,0
a300b421-c394-4636-89d7-d6770aa9a2e3,2016-04-17 17:10:00 UTC,Rays,3,8,0,White Sox,2,5,1
e92573ca-3ea6-4373-b941-d8a0ba945b7b,2016-04-17 17:10:00 UTC,Marlins,5,7,1,Braves,6,7,0
105bb30b-80a2-4eb0-9c15-ca20acdc5347,2016-04-17 17:35:00 UTC,Red Sox,3,4,0,Blue Jays,5,14,1
8285600b-8ff9-4f42-b74f-5de35709bd8c,2016-04-17 17:35:00 UTC,Phillies,3,7,0,Nationals,2,8,0
0ebad516-1914-46f3-b125-75495d2d03fe,2016-04-17 17:35:00 UTC,Pirates,9,17,0,Brewers,3,6,1
b3da1f09-d51f-4ade-a9bb-93d633a2791b,2016-04-17 18:10:00 UTC,Twins,3,13,1,Angels,2,4,0
d48709fc-c367-4bcd-ad89-f97501b7d8ae,2016-04-17 18:10:00 UTC,Astros,5,9,1,Tigers,4,8,1
26b728ab-ddd0-473a-8c75-d27181adac0f,2016-04-17 18:15:00 UTC,Cardinals,4,7,2,Reds,3,8,1
ea41c982-6e71-4663-9a0c-cfcfe72dd95d,2016-04-17 18:20:00 UTC,Cubs,0,3,1,Rockies,2,5,0
05a24a52-4d65-425c-9b9c-39a3f2dd3bb1,2016-04-17 20:05:00 UTC,Athletics,3,4,1,Royals,2,6,0
edd16cae-1928-437c-bd1b-030795a0848c,2016-04-18 00:05:00 UTC,Dodgers,3,6,0,Giants,1,5,0
9b0ee112-9993-42f2-9bff-848c1509a446,2016-04-18 15:05:00 UTC,Red Sox,3,7,1,Blue Jays,4,8,0
2066b742-b6eb-423c-a527-83cce857590d,2016-04-18 23:05:00 UTC,Phillies,2,7,0,Mets,5,10,0
404ab41d-28f9-4bb6-9f50-99ae7fe865b9,2016-04-18 23:10:00 UTC,Reds,1,4,0,Rockies,5,7,1
70365383-04dc-4236-820d-469aba3a5bb2,2016-04-18 23:10:00 UTC,Marlins,6,10,0,Nationals,1,6,1
53fd2caa-a3ed-43a7-9fa2-1e88281462ea,2016-04-19 00:09:00 UTC,Cardinals,0,5,1,Cubs,5,9,0
405e768a-5d27-45ec-a1ba-c0377c9b591f,2016-04-19 00:10:00 UTC,White Sox,0,3,1,Angels,7,13,0
1fa31f1f-1677-4e3b-b977-01b6853b70ce,2016-04-19 00:10:00 UTC,Twins,7,14,1,Brewers,4,6,1
27adae1e-9a40-402c-9066-75356d10ee95,2016-04-19 02:15:00 UTC,Giants,7,13,0,Diamondbacks,9,16,0
2f6e4602-ab76-41f9-b713-3086840b270b,2016-04-19 17:10:00 UTC,Twins,5,8,2,Brewers,6,9,1
50d105b0-f598-4604-8c03-45b96a43fe0b,2016-04-19 22:10:00 UTC,Indians,3,10,0,Mariners,2,6,0
31ac57ff-72b3-45f6-894b-5024c24f43e4,2016-04-19 23:05:00 UTC,Orioles,3,7,1,Blue Jays,4,8,0
5a478c34-90df-4db9-bc25-ad0effd843cd,2016-04-19 23:05:00 UTC,Phillies,1,9,1,Mets,11,12,0
43994493-a032-4c88-b02c-048af5987e12,2016-04-19 23:05:00 UTC,Yankees,2,8,0,Athletics,3,11,1
fcdc3f23-31e1-4c0e-8c84-c4515b5334c5,2016-04-19 23:10:00 UTC,Reds,4,9,0,Rockies,3,5,1
cd184e8c-c392-4394-ae37-3bb812478570,2016-04-19 23:10:00 UTC,Red Sox,0,1,1,Rays,3,6,0
9c696323-eb63-4a9b-9166-b07a3833d6ff,2016-04-19 23:10:00 UTC,Marlins,0,5,0,Nationals,7,10,0
536b6b1a-9489-43b3-ad7e-b3f7dc41d324,2016-04-19 23:10:00 UTC,Braves,8,10,0,Dodgers,1,5,3
acde94ea-7b24-4c71-9f0a-6eccd738aa40,2016-04-19 23:15:00 UTC,Royals,8,9,1,Tigers,6,10,0
9110058e-aa79-44b7-9ba9-6fdbf538b388,2016-04-20 00:05:00 UTC,Rangers,7,12,0,Astros,5,8,1
73b53367-65e3-4657-9980-f68a4bea3fdc,2016-04-20 00:10:00 UTC,White Sox,5,9,0,Angels,0,3,0
4439c3c5-ecdc-4267-8367-0cfe5ad5b133,2016-04-20 00:15:00 UTC,Cardinals,1,7,0,Cubs,2,5,0
c51f7afb-db0a-413b-8a69-32e368d113ce,2016-04-20 02:10:00 UTC,Padres,5,9,2,Pirates,4,11,0
d3ad8e0d-e3eb-49be-b2d1-b057654dde64,2016-04-20 02:15:00 UTC,Giants,0,6,0,Diamondbacks,3,8,0
fc2ba1aa-0380-4869-8d09-c8c1382a6735,2016-04-20 16:35:00 UTC,Reds,6,9,0,Rockies,5,8,0
46463c50-0f5c-4dca-a661-dd194464e791,2016-04-20 17:45:00 UTC,Cardinals,5,9,0,Cubs,3,5,1
25251f08-b966-4713-bf0e-31848f276dc9,2016-04-20 18:10:00 UTC,White Sox,2,5,1,Angels,1,4,1
f39bee60-5390-4b7b-a23d-0d3c8b1cf43b,2016-04-20 22:10:00 UTC,Indians,1,4,1,Mariners,2,3,1
e62bde19-5d31-40e9-99be-c5fe4c14aa3e,2016-04-20 23:05:00 UTC,Phillies,5,10,0,Mets,4,14,0
08a4c629-970a-4e1a-8ee8-2aabcc5fa56b,2016-04-20 23:05:00 UTC,Orioles,4,9,0,Blue Jays,3,9,0
df289902-851f-4056-9ca8-05df45a08e40,2016-04-20 23:05:00 UTC,Yankees,2,6,1,Athletics,5,11,2
3930f4ea-4d99-4623-b6f7-c81072bc0358,2016-04-20 23:10:00 UTC,Marlins,1,5,0,Nationals,3,7,0
